mmap_size,latency
4096,2.312731E-06
4096,2.286261E-06
4096,2.264901E-06
4096,2.299624E-06
4096,2.265609E-06
4096,2.267626E-06
4096,2.302482E-06
4096,2.636107E-06
4096,2.275999E-06
16384,2.413845E-06
16384,2.871279E-06
16384,2.440158E-06
16384,2.5813E-06
16384,2.422947E-06
16384,2.837306E-06
16384,2.416604E-06
16384,2.405329E-06
16384,2.672353E-06
65536,2.766776E-06
65536,3.236183E-06
65536,2.761199E-06
65536,2.987073E-06
65536,2.899249E-06
65536,3.13631E-06
65536,2.972387E-06
65536,2.799558E-06
65536,2.885685E-06
