mmap_size,latency
4096,2.402178E-06
4096,2.384615E-06
4096,2.496557E-06
4096,2.425285E-06
4096,2.41358E-06
4096,2.425661E-06
4096,2.479927E-06
4096,2.373513E-06
4096,2.341579E-06
16384,2.555415E-06
16384,2.516294E-06
16384,2.668238E-06
16384,2.629803E-06
16384,2.766482E-06
16384,2.619381E-06
16384,2.493862E-06
16384,2.551405E-06
16384,2.549412E-06
65536,2.930647E-06
65536,2.814376E-06
65536,2.871647E-06
65536,2.90203E-06
65536,2.833094E-06
65536,2.890952E-06
65536,2.844708E-06
65536,2.804654E-06
65536,2.808875E-06
